studyName,"Date GMT",Island,Colony,"Band Number","Weight (g)"
PAL9192,1992-02-07,HUM,BCH,4622,2800
PAL9192,1992-02-09,HUM,BCH,4184,3350
PAL9192,1992-02-09,HUM,BCH,4420,3150
PAL9192,1992-02-09,HUM,BCH,4650,3400
PAL9192,1992-02-11,HUM,BCH,4063,3450
PAL9192,1992-02-11,HUM,BCH,4080,3250
PAL9192,1992-02-11,HUM,BCH,4103,3350
PAL9192,1992-02-11,HUM,BCH,4110,3400
PAL9192,1992-02-11,HUM,BCH,4188,3500
PAL9192,1992-02-11,HUM,BCH,4231,3150
PAL9192,1992-02-11,HUM,BCH,4232,3150
PAL9192,1992-02-11,HUM,BCH,4377,3050
PAL9192,1992-02-11,HUM,BCH,4442,3100
PAL9192,1992-02-11,HUM,BCH,4527,2950
PAL9192,1992-02-11,HUM,BCH,4603,2850
PAL9192,1992-02-13,HUM,BCH,4012,3000
PAL9192,1992-02-13,HUM,BCH,4034,2150
PAL9192,1992-02-13,HUM,BCH,4038,3450
PAL9192,1992-02-13,HUM,BCH,4061,3550
PAL9192,1992-02-13,HUM,BCH,4093,2750
PAL9192,1992-02-13,HUM,BCH,4118,3350
PAL9192,1992-02-13,HUM,BCH,4119,3400
PAL9192,1992-02-13,HUM,BCH,4140,3450
PAL9192,1992-02-13,HUM,BCH,4230,3250
PAL9192,1992-02-13,HUM,BCH,4348,3150
PAL9192,1992-02-13,HUM,BCH,4415,3800
PAL9192,1992-02-13,HUM,BCH,4509,2950
PAL9192,1992-02-13,HUM,BCH,4620,3550
PAL9192,1992-02-13,HUM,BCH,4732,3550
PAL9192,1992-02-13,HUM,BCH,4803,2750
PAL9192,1992-02-13,HUM,BCH,4846,2950
PAL9192,1992-02-13,HUM,BCH,4979,2900
PAL9192,1992-02-15,HUM,BCH,4009,3350
PAL9192,1992-02-15,HUM,BCH,4025,3600
PAL9192,1992-02-15,HUM,BCH,4053,3400
PAL9192,1992-02-15,HUM,BCH,4085,3450
PAL9192,1992-02-15,HUM,BCH,4168,3300
PAL9192,1992-02-15,HUM,BCH,4187,3350
PAL9192,1992-02-15,HUM,BCH,4205,3550
PAL9192,1992-02-15,HUM,BCH,4224,2500
PAL9192,1992-02-15,HUM,BCH,4286,3650
PAL9192,1992-02-15,HUM,BCH,4383,2550
PAL9192,1992-02-15,HUM,BCH,4459,3350
PAL9192,1992-02-15,HUM,BCH,4502,3450
PAL9192,1992-02-15,HUM,BCH,4557,3100
PAL9192,1992-02-15,HUM,BCH,4657,3250
PAL9192,1992-02-15,HUM,BCH,4666,3400
PAL9192,1992-02-15,HUM,BCH,4697,2950
PAL9192,1992-02-15,HUM,BCH,4771,3050
PAL9192,1992-02-15,HUM,BCH,4823,3200
PAL9192,1992-02-15,HUM,BCH,4836,2700
PAL9192,1992-02-15,HUM,BCH,4837,3750
PAL9192,1992-02-15,HUM,BCH,4903,3150
PAL9192,1992-02-15,HUM,BCH,4966,3100
PAL9192,1992-02-17,HUM,BCH,4002,3250
PAL9192,1992-02-17,HUM,BCH,4004,3550
PAL9192,1992-02-17,HUM,BCH,4007,2950
PAL9192,1992-02-17,HUM,BCH,4016,3250
PAL9192,1992-02-17,HUM,BCH,4032,3200
PAL9192,1992-02-17,HUM,BCH,4036,3400
PAL9192,1992-02-17,HUM,BCH,4044,3650
PAL9192,1992-02-17,HUM,BCH,4055,3050
PAL9192,1992-02-17,HUM,BCH,4111,3650
PAL9192,1992-02-17,HUM,BCH,4114,3750
PAL9192,1992-02-17,HUM,BCH,4116,3700
PAL9192,1992-02-17,HUM,BCH,4117,3350
PAL9192,1992-02-17,HUM,BCH,4123,3250
PAL9192,1992-02-17,HUM,BCH,4126,3100
PAL9192,1992-02-17,HUM,BCH,4137,2750
PAL9192,1992-02-17,HUM,BCH,4144,3350
PAL9192,1992-02-17,HUM,BCH,4156,3500
PAL9192,1992-02-17,HUM,BCH,4163,3100
PAL9192,1992-02-17,HUM,BCH,4169,3900
PAL9192,1992-02-17,HUM,BCH,4216,3550
PAL9192,1992-02-17,HUM,BCH,4248,3600
PAL9192,1992-02-17,HUM,BCH,4258,3300
PAL9192,1992-02-17,HUM,BCH,4268,3150
PAL9192,1992-02-17,HUM,BCH,4269,3250
PAL9192,1992-02-17,HUM,BCH,4272,3800
PAL9192,1992-02-17,HUM,BCH,4283,3200
PAL9192,1992-02-17,HUM,BCH,4320,2950
PAL9192,1992-02-17,HUM,BCH,4325,3050
PAL9192,1992-02-17,HUM,BCH,4337,4000
PAL9192,1992-02-17,HUM,BCH,4386,2950
PAL9192,1992-02-17,HUM,BCH,4390,2900
PAL9192,1992-02-17,HUM,BCH,4391,3150
PAL9192,1992-02-17,HUM,BCH,4393,3450
PAL9192,1992-02-17,HUM,BCH,4419,3350
PAL9192,1992-02-17,HUM,BCH,4427,3300
PAL9192,1992-02-17,HUM,BCH,4443,3450
PAL9192,1992-02-17,HUM,BCH,4445,3750
PAL9192,1992-02-17,HUM,BCH,4456,3250
PAL9192,1992-02-17,HUM,BCH,4457,3050
PAL9192,1992-02-17,HUM,BCH,4462,3150
PAL9192,1992-02-17,HUM,BCH,4465,3400
PAL9192,1992-02-17,HUM,BCH,4470,3200
PAL9192,1992-02-17,HUM,BCH,4474,3650
PAL9192,1992-02-17,HUM,BCH,4475,3450
PAL9192,1992-02-17,HUM,BCH,4478,3100
PAL9192,1992-02-17,HUM,BCH,4506,3250
PAL9192,1992-02-17,HUM,BCH,4518,3350
PAL9192,1992-02-17,HUM,BCH,4533,3950
PAL9192,1992-02-17,HUM,BCH,4536,3600
PAL9192,1992-02-17,HUM,BCH,4552,3000
PAL9192,1992-02-17,HUM,BCH,4569,3150
PAL9192,1992-02-17,HUM,BCH,4573,3750
PAL9192,1992-02-17,HUM,BCH,4585,3450
PAL9192,1992-02-17,HUM,BCH,4597,3250
PAL9192,1992-02-17,HUM,BCH,4625,3050
PAL9192,1992-02-17,HUM,BCH,4626,3300
PAL9192,1992-02-17,HUM,BCH,4631,3300
PAL9192,1992-02-17,HUM,BCH,4644,3500
PAL9192,1992-02-17,HUM,BCH,4645,3100
PAL9192,1992-02-17,HUM,BCH,4652,2550
PAL9192,1992-02-17,HUM,BCH,4655,3700
PAL9192,1992-02-17,HUM,BCH,4656,3200
PAL9192,1992-02-17,HUM,BCH,4658,3250
PAL9192,1992-02-17,HUM,BCH,4662,3450
PAL9192,1992-02-17,HUM,BCH,4665,2900
PAL9192,1992-02-17,HUM,BCH,4686,3200
PAL9192,1992-02-17,HUM,BCH,4689,3700
PAL9192,1992-02-17,HUM,BCH,4725,3500
PAL9192,1992-02-17,HUM,BCH,4726,2950
PAL9192,1992-02-17,HUM,BCH,4727,3450
PAL9192,1992-02-17,HUM,BCH,4736,3900
PAL9192,1992-02-17,HUM,BCH,4738,2950
PAL9192,1992-02-17,HUM,BCH,4744,2950
PAL9192,1992-02-17,HUM,BCH,4753,3400
PAL9192,1992-02-17,HUM,BCH,4761,2550
PAL9192,1992-02-17,HUM,BCH,4770,3350
PAL9192,1992-02-17,HUM,BCH,4779,3400
PAL9192,1992-02-17,HUM,BCH,4801,2250
PAL9192,1992-02-17,HUM,BCH,4802,3800
PAL9192,1992-02-17,HUM,BCH,4843,3200
PAL9192,1992-02-17,HUM,BCH,4850,3150
PAL9192,1992-02-17,HUM,BCH,4854,2400
PAL9192,1992-02-17,HUM,BCH,4859,3950
PAL9192,1992-02-17,HUM,BCH,4923,2800
PAL9192,1992-02-17,HUM,BCH,4946,3250
PAL9192,1992-02-17,HUM,BCH,4952,3150
PAL9192,1992-02-17,HUM,BCH,4959,3800
PAL9192,1992-02-17,HUM,BCH,4970,3500
PAL9192,1992-02-17,HUM,BCH,4975,3400
PAL9192,1992-02-17,HUM,BCH,4996,3650
PAL9192,1992-02-17,HUM,BCH,4998,3450
PAL9192,1992-02-19,HUM,BCH,4010,3250
PAL9192,1992-02-19,HUM,BCH,4017,3100
PAL9192,1992-02-19,HUM,BCH,4018,3200
PAL9192,1992-02-19,HUM,BCH,4028,3200
PAL9192,1992-02-19,HUM,BCH,4029,3500
PAL9192,1992-02-19,HUM,BCH,4031,3250
PAL9192,1992-02-19,HUM,BCH,4040,2350
PAL9192,1992-02-19,HUM,BCH,4043,2700
PAL9192,1992-02-19,HUM,BCH,4046,3150
PAL9192,1992-02-19,HUM,BCH,4049,3800
PAL9192,1992-02-19,HUM,BCH,4052,3550
PAL9192,1992-02-19,HUM,BCH,4060,2550
PAL9192,1992-02-19,HUM,BCH,4064,2150
PAL9192,1992-02-19,HUM,BCH,4065,2900
PAL9192,1992-02-19,HUM,BCH,4067,3200
PAL9192,1992-02-19,HUM,BCH,4073,3400
PAL9192,1992-02-19,HUM,BCH,4075,3250
PAL9192,1992-02-19,HUM,BCH,4083,2800
PAL9192,1992-02-19,HUM,BCH,4084,3300
PAL9192,1992-02-19,HUM,BCH,4090,2450
PAL9192,1992-02-19,HUM,BCH,4091,3350
PAL9192,1992-02-19,HUM,BCH,4094,3300
PAL9192,1992-02-19,HUM,BCH,4098,3250
PAL9192,1992-02-19,HUM,BCH,4099,2750
PAL9192,1992-02-19,HUM,BCH,4102,3350
PAL9192,1992-02-19,HUM,BCH,4124,3550
PAL9192,1992-02-19,HUM,BCH,4125,3500
PAL9192,1992-02-19,HUM,BCH,4129,3650
PAL9192,1992-02-19,HUM,BCH,4132,3450
PAL9192,1992-02-19,HUM,BCH,4133,3050
PAL9192,1992-02-19,HUM,BCH,4142,3000
PAL9192,1992-02-19,HUM,BCH,4143,3000
PAL9192,1992-02-19,HUM,BCH,4149,3300
PAL9192,1992-02-19,HUM,BCH,4158,3800
PAL9192,1992-02-19,HUM,BCH,4166,3050
PAL9192,1992-02-19,HUM,BCH,4172,2650
PAL9192,1992-02-19,HUM,BCH,4177,3600
PAL9192,1992-02-19,HUM,BCH,4179,3200
PAL9192,1992-02-19,HUM,BCH,4181,3050
PAL9192,1992-02-19,HUM,BCH,4189,3250
PAL9192,1992-02-19,HUM,BCH,4194,2800
PAL9192,1992-02-19,HUM,BCH,4197,3100
PAL9192,1992-02-19,HUM,BCH,4202,2900
PAL9192,1992-02-19,HUM,BCH,4203,3200
PAL9192,1992-02-19,HUM,BCH,4217,3300
PAL9192,1992-02-19,HUM,BCH,4222,2850
PAL9192,1992-02-19,HUM,BCH,4234,3300
PAL9192,1992-02-19,HUM,BCH,4240,3400
PAL9192,1992-02-19,HUM,BCH,4254,3450
PAL9192,1992-02-19,HUM,BCH,4255,3100
PAL9192,1992-02-19,HUM,BCH,4256,2450
PAL9192,1992-02-19,HUM,BCH,4281,3200
PAL9192,1992-02-19,HUM,BCH,4284,2500
PAL9192,1992-02-19,HUM,BCH,4291,3600
PAL9192,1992-02-19,HUM,BCH,4296,3350
PAL9192,1992-02-19,HUM,BCH,4297,3200
PAL9192,1992-02-19,HUM,BCH,4301,2650
PAL9192,1992-02-19,HUM,BCH,4318,3100
PAL9192,1992-02-19,HUM,BCH,4322,3450
PAL9192,1992-02-19,HUM,BCH,4339,2750
PAL9192,1992-02-19,HUM,BCH,4349,1900
PAL9192,1992-02-19,HUM,BCH,4353,2900
PAL9192,1992-02-19,HUM,BCH,4359,3150
PAL9192,1992-02-19,HUM,BCH,4365,3650
PAL9192,1992-02-19,HUM,BCH,4367,2900
PAL9192,1992-02-19,HUM,BCH,4370,2950
PAL9192,1992-02-19,HUM,BCH,4373,3400
PAL9192,1992-02-19,HUM,BCH,4374,3050
PAL9192,1992-02-19,HUM,BCH,4381,3100
PAL9192,1992-02-19,HUM,BCH,4382,3350
PAL9192,1992-02-19,HUM,BCH,4385,3050
PAL9192,1992-02-19,HUM,BCH,4387,3200
PAL9192,1992-02-19,HUM,BCH,4388,3650
PAL9192,1992-02-19,HUM,BCH,4396,2650
PAL9192,1992-02-19,HUM,BCH,4401,3150
PAL9192,1992-02-19,HUM,BCH,4405,3150
PAL9192,1992-02-19,HUM,BCH,4408,2850
PAL9192,1992-02-19,HUM,BCH,4410,2750
PAL9192,1992-02-19,HUM,BCH,4414,3050
PAL9192,1992-02-19,HUM,BCH,4416,3050
PAL9192,1992-02-19,HUM,BCH,4418,3450
PAL9192,1992-02-19,HUM,BCH,4424,3100
PAL9192,1992-02-19,HUM,BCH,4434,3200
PAL9192,1992-02-19,HUM,BCH,4439,2850
PAL9192,1992-02-19,HUM,BCH,4446,2600
PAL9192,1992-02-19,HUM,BCH,4447,3250
PAL9192,1992-02-19,HUM,BCH,4453,3450
PAL9192,1992-02-19,HUM,BCH,4471,3450
PAL9192,1992-02-19,HUM,BCH,4476,3200
PAL9192,1992-02-19,HUM,BCH,4484,3000
PAL9192,1992-02-19,HUM,BCH,4485,3400
PAL9192,1992-02-19,HUM,BCH,4491,3000
PAL9192,1992-02-19,HUM,BCH,4493,3500
PAL9192,1992-02-19,HUM,BCH,4494,2900
PAL9192,1992-02-19,HUM,BCH,4512,3800
PAL9192,1992-02-19,HUM,BCH,4514,3400
PAL9192,1992-02-19,HUM,BCH,4515,3350
PAL9192,1992-02-19,HUM,BCH,4516,3200
PAL9192,1992-02-19,HUM,BCH,4521,3250
PAL9192,1992-02-19,HUM,BCH,4523,3200
PAL9192,1992-02-19,HUM,BCH,4531,3400
PAL9192,1992-02-19,HUM,BCH,4535,3150
PAL9192,1992-02-19,HUM,BCH,4537,3900
PAL9192,1992-02-19,HUM,BCH,4548,3050
PAL9192,1992-02-19,HUM,BCH,4549,2550
PAL9192,1992-02-19,HUM,BCH,4559,3000
PAL9192,1992-02-19,HUM,BCH,4561,3200
PAL9192,1992-02-19,HUM,BCH,4564,2800
PAL9192,1992-02-19,HUM,BCH,4565,2900
PAL9192,1992-02-19,HUM,BCH,4570,3300
PAL9192,1992-02-19,HUM,BCH,4578,3500
PAL9192,1992-02-19,HUM,BCH,4586,2900
PAL9192,1992-02-19,HUM,BCH,4587,3450
PAL9192,1992-02-19,HUM,BCH,4592,3250
PAL9192,1992-02-19,HUM,BCH,4595,3300
PAL9192,1992-02-19,HUM,BCH,4598,2800
PAL9192,1992-02-19,HUM,BCH,4604,2800
PAL9192,1992-02-19,HUM,BCH,4605,3500
PAL9192,1992-02-19,HUM,BCH,4606,3700
PAL9192,1992-02-19,HUM,BCH,4609,3250
PAL9192,1992-02-19,HUM,BCH,4621,3600
PAL9192,1992-02-19,HUM,BCH,4623,2450
PAL9192,1992-02-19,HUM,BCH,4629,3050
PAL9192,1992-02-19,HUM,BCH,4636,2900
PAL9192,1992-02-19,HUM,BCH,4642,2700
PAL9192,1992-02-19,HUM,BCH,4653,2350
PAL9192,1992-02-19,HUM,BCH,4659,3450
PAL9192,1992-02-19,HUM,BCH,4671,3450
PAL9192,1992-02-19,HUM,BCH,4674,2850
PAL9192,1992-02-19,HUM,BCH,4675,2750
PAL9192,1992-02-19,HUM,BCH,4676,2900
PAL9192,1992-02-19,HUM,BCH,4683,3000
PAL9192,1992-02-19,HUM,BCH,4684,3000
PAL9192,1992-02-19,HUM,BCH,4690,3550
PAL9192,1992-02-19,HUM,BCH,4691,3250
PAL9192,1992-02-19,HUM,BCH,4692,3600
PAL9192,1992-02-19,HUM,BCH,4700,3350
PAL9192,1992-02-19,HUM,BCH,4701,2650
PAL9192,1992-02-19,HUM,BCH,4707,3450
PAL9192,1992-02-19,HUM,BCH,4716,2950
PAL9192,1992-02-19,HUM,BCH,4717,3800
PAL9192,1992-02-19,HUM,BCH,4735,3350
PAL9192,1992-02-19,HUM,BCH,4739,3750
PAL9192,1992-02-19,HUM,BCH,4746,3450
PAL9192,1992-02-19,HUM,BCH,4763,2950
PAL9192,1992-02-19,HUM,BCH,4767,3100
PAL9192,1992-02-19,HUM,BCH,4772,3150
PAL9192,1992-02-19,HUM,BCH,4784,2950
PAL9192,1992-02-19,HUM,BCH,4786,2950
PAL9192,1992-02-19,HUM,BCH,4794,3050
PAL9192,1992-02-19,HUM,BCH,4800,2800
PAL9192,1992-02-19,HUM,BCH,4805,3300
PAL9192,1992-02-19,HUM,BCH,4809,2650
PAL9192,1992-02-19,HUM,BCH,4812,2850
PAL9192,1992-02-19,HUM,BCH,4814,2900
PAL9192,1992-02-19,HUM,BCH,4816,2800
PAL9192,1992-02-19,HUM,BCH,4819,3650
PAL9192,1992-02-19,HUM,BCH,4821,2550
PAL9192,1992-02-19,HUM,BCH,4822,2700
PAL9192,1992-02-19,HUM,BCH,4824,2700
PAL9192,1992-02-19,HUM,BCH,4826,2700
PAL9192,1992-02-19,HUM,BCH,4827,2550
PAL9192,1992-02-19,HUM,BCH,4829,3200
PAL9192,1992-02-19,HUM,BCH,4830,2850
PAL9192,1992-02-19,HUM,BCH,4831,2700
PAL9192,1992-02-19,HUM,BCH,4833,3250
PAL9192,1992-02-19,HUM,BCH,4835,2800
PAL9192,1992-02-19,HUM,BCH,4840,3200
PAL9192,1992-02-19,HUM,BCH,4847,3750
PAL9192,1992-02-19,HUM,BCH,4856,3250
PAL9192,1992-02-19,HUM,BCH,4860,3750
PAL9192,1992-02-19,HUM,BCH,4862,3250
PAL9192,1992-02-19,HUM,BCH,4865,3150
PAL9192,1992-02-19,HUM,BCH,4870,2950
PAL9192,1992-02-19,HUM,BCH,4874,3350
PAL9192,1992-02-19,HUM,BCH,4880,2650
PAL9192,1992-02-19,HUM,BCH,4884,2700
PAL9192,1992-02-19,HUM,BCH,4887,3150
PAL9192,1992-02-19,HUM,BCH,4888,3000
PAL9192,1992-02-19,HUM,BCH,4893,2950
PAL9192,1992-02-19,HUM,BCH,4897,3250
PAL9192,1992-02-19,HUM,BCH,4899,3150
PAL9192,1992-02-19,HUM,BCH,4900,3050
PAL9192,1992-02-19,HUM,BCH,4901,3100
PAL9192,1992-02-19,HUM,BCH,4907,3300
PAL9192,1992-02-19,HUM,BCH,4909,3650
PAL9192,1992-02-19,HUM,BCH,4911,2400
PAL9192,1992-02-19,HUM,BCH,4917,3300
PAL9192,1992-02-19,HUM,BCH,4918,3100
PAL9192,1992-02-19,HUM,BCH,4922,3150
PAL9192,1992-02-19,HUM,BCH,4925,3300
PAL9192,1992-02-19,HUM,BCH,4930,3250
PAL9192,1992-02-19,HUM,BCH,4931,3150
PAL9192,1992-02-19,HUM,BCH,4933,3100
PAL9192,1992-02-19,HUM,BCH,4938,2950
PAL9192,1992-02-19,HUM,BCH,4939,2650
PAL9192,1992-02-19,HUM,BCH,4945,3400
PAL9192,1992-02-19,HUM,BCH,4948,3850
PAL9192,1992-02-19,HUM,BCH,4956,2800
PAL9192,1992-02-19,HUM,BCH,4967,3300
PAL9192,1992-02-19,HUM,BCH,4973,3550
PAL9192,1992-02-19,HUM,BCH,4976,2800
PAL9192,1992-02-19,HUM,BCH,4980,3550
PAL9192,1992-02-19,HUM,BCH,4981,3150
PAL9192,1992-02-19,HUM,BCH,4991,3150
PAL9192,1992-02-19,HUM,BCH,4994,3350
PAL9192,1992-02-19,HUM,BCH,4999,3150
PAL9192,1992-02-19,HUM,BCH,5000,3750
PAL9192,1992-02-21,HUM,BCH,4020,3050
PAL9192,1992-02-21,HUM,BCH,4041,2500
PAL9192,1992-02-21,HUM,BCH,4056,3050
PAL9192,1992-02-21,HUM,BCH,4076,2500
PAL9192,1992-02-21,HUM,BCH,4131,3250
PAL9192,1992-02-21,HUM,BCH,4210,2750
PAL9192,1992-02-21,HUM,BCH,4213,2950
PAL9192,1992-02-21,HUM,BCH,4223,3350
PAL9192,1992-02-21,HUM,BCH,4225,3100
PAL9192,1992-02-21,HUM,BCH,4270,2950
PAL9192,1992-02-21,HUM,BCH,4313,2550
PAL9192,1992-02-21,HUM,BCH,4412,2700
PAL9192,1992-02-21,HUM,BCH,4486,2750
PAL9192,1992-02-21,HUM,BCH,4617,2400
PAL9192,1992-02-21,HUM,BCH,4663,2950
PAL9192,1992-02-21,HUM,BCH,4680,3600
PAL9192,1992-02-21,HUM,BCH,4687,3050
PAL9192,1992-02-21,HUM,BCH,4781,3000
PAL9192,1992-02-21,HUM,BCH,4796,2700
PAL9192,1992-02-21,HUM,BCH,4859,2850
PAL9192,1992-02-21,HUM,BCH,4886,3050
PAL9192,1992-02-21,HUM,BCH,4927,2950
PAL9192,1992-02-21,HUM,BCH,4929,2950
PAL9192,1992-02-21,HUM,BCH,4932,3450
PAL9192,1992-02-21,HUM,BCH,4955,2950
PAL9192,1992-02-23,HUM,BCH,4059,3150
PAL9192,1992-02-23,HUM,BCH,4274,2500
PAL9192,1992-02-23,HUM,BCH,4303,2950
PAL9192,1992-02-23,HUM,BCH,4413,1950
PAL9192,1992-02-23,HUM,BCH,4440,2550
PAL9192,1992-02-23,HUM,BCH,4699,2800
PAL9192,1992-02-23,HUM,BCH,4719,3100
PAL9192,1992-02-23,HUM,BCH,4730,2950
PAL9192,1992-02-23,HUM,BCH,4747,3250
PAL9192,1992-02-23,HUM,BCH,4777,3500
PAL9192,1992-02-25,HUM,BCH,4265,2850
PAL9192,1992-02-25,HUM,BCH,4529,2850
PAL9192,1992-02-25,HUM,BCH,4791,2850
PAL9293,1992-02-05,HUM,BCH,6271,2950
PAL9293,1992-02-05,HUM,BCH,6520,3300
PAL9293,1992-02-05,HUM,BCH,6667,3450
PAL9293,1992-02-05,HUM,BCH,6675,3050
PAL9293,1992-02-05,HUM,BCH,6717,3550
PAL9293,1992-02-05,HUM,BCH,6751,3450
PAL9293,1992-02-05,HUM,BCH,6843,3600
PAL9293,1992-02-05,HUM,BCH,6888,3200
PAL9293,1992-02-05,HUM,BCH,6914,3550
PAL9293,1992-02-05,HUM,BCH,6936,3150
PAL9293,1992-02-05,HUM,BCH,6965,3150
PAL9293,1992-02-05,HUM,BCH,6976,3500
PAL9293,1992-02-05,HUM,BCH,6992,3250
PAL9293,1992-02-05,HUM,BCH,6993,2800
PAL9293,1993-02-07,HUM,BCH,6135,3000
PAL9293,1993-02-07,HUM,BCH,6273,3250
PAL9293,1993-02-07,HUM,BCH,6326,2350
PAL9293,1993-02-07,HUM,BCH,6439,3000
PAL9293,1993-02-07,HUM,BCH,6492,3750
PAL9293,1993-02-07,HUM,BCH,6500,3650
PAL9293,1993-02-07,HUM,BCH,6572,3550
PAL9293,1993-02-07,HUM,BCH,6584,3200
PAL9293,1993-02-07,HUM,BCH,6589,3250
PAL9293,1993-02-07,HUM,BCH,6726,2700
PAL9293,1993-02-07,HUM,BCH,6730,3650
PAL9293,1993-02-07,HUM,BCH,6829,3100
PAL9293,1993-02-07,HUM,BCH,6882,2650
PAL9293,1993-02-07,HUM,BCH,6979,3150
PAL9293,1993-02-09,HUM,BCH,6107,3300
PAL9293,1993-02-09,HUM,BCH,6188,3000
PAL9293,1993-02-09,HUM,BCH,6265,3000
PAL9293,1993-02-09,HUM,BCH,6282,2750
PAL9293,1993-02-09,HUM,BCH,6285,3200
PAL9293,1993-02-09,HUM,BCH,6400,3000
PAL9293,1993-02-09,HUM,BCH,6419,3050
PAL9293,1993-02-09,HUM,BCH,6447,3400
PAL9293,1993-02-09,HUM,BCH,6454,3300
PAL9293,1993-02-09,HUM,BCH,6478,3200
PAL9293,1993-02-09,HUM,BCH,6502,2850
PAL9293,1993-02-09,HUM,BCH,6580,3250
PAL9293,1993-02-09,HUM,BCH,6585,3050
PAL9293,1993-02-09,HUM,BCH,6587,3550
PAL9293,1993-02-09,HUM,BCH,6604,2550
PAL9293,1993-02-09,HUM,BCH,6615,3200
PAL9293,1993-02-09,HUM,BCH,6648,3850
PAL9293,1993-02-09,HUM,BCH,6659,3400
PAL9293,1993-02-09,HUM,BCH,6682,3500
PAL9293,1993-02-09,HUM,BCH,6705,4050
PAL9293,1993-02-09,HUM,BCH,6712,3800
PAL9293,1993-02-09,HUM,BCH,6713,3250
PAL9293,1993-02-09,HUM,BCH,6724,3250
PAL9293,1993-02-09,HUM,BCH,6735,3450
PAL9293,1993-02-09,HUM,BCH,6747,3200
PAL9293,1993-02-09,HUM,BCH,6757,3450
PAL9293,1993-02-09,HUM,BCH,6764,2850
PAL9293,1993-02-09,HUM,BCH,6768,3150
PAL9293,1993-02-09,HUM,BCH,6774,3000
PAL9293,1993-02-09,HUM,BCH,6796,3200
PAL9293,1993-02-09,HUM,BCH,6807,3450
PAL9293,1993-02-09,HUM,BCH,6813,3450
PAL9293,1993-02-09,HUM,BCH,6815,3200
PAL9293,1993-02-09,HUM,BCH,6821,3650
PAL9293,1993-02-09,HUM,BCH,6838,3350
PAL9293,1993-02-09,HUM,BCH,6840,3450
PAL9293,1993-02-09,HUM,BCH,6856,3400
PAL9293,1993-02-09,HUM,BCH,6863,3050
PAL9293,1993-02-09,HUM,BCH,6867,3550
PAL9293,1993-02-09,HUM,BCH,6871,3100
PAL9293,1993-02-09,HUM,BCH,6875,2700
PAL9293,1993-02-09,HUM,BCH,6880,3250
PAL9293,1993-02-09,HUM,BCH,6884,2950
PAL9293,1993-02-09,HUM,BCH,6889,2950
PAL9293,1993-02-09,HUM,BCH,6909,3300
PAL9293,1993-02-09,HUM,BCH,6915,3500
PAL9293,1993-02-09,HUM,BCH,6918,2750
PAL9293,1993-02-09,HUM,BCH,6931,3600
PAL9293,1993-02-09,HUM,BCH,6942,3750
PAL9293,1993-02-09,HUM,BCH,6956,3500
PAL9293,1993-02-09,HUM,BCH,6969,3300
PAL9293,1993-02-09,HUM,BCH,6971,3250
PAL9293,1993-02-09,HUM,BCH,6988,3000
PAL9293,1993-02-09,HUM,BCH,7000,3950
PAL9293,1993-02-11,HUM,BCH,6021,3600
PAL9293,1993-02-11,HUM,BCH,6066,3200
PAL9293,1993-02-11,HUM,BCH,6085,3500
PAL9293,1993-02-11,HUM,BCH,6092,3000
PAL9293,1993-02-11,HUM,BCH,6158,3600
PAL9293,1993-02-11,HUM,BCH,6192,3350
PAL9293,1993-02-11,HUM,BCH,6223,3500
PAL9293,1993-02-11,HUM,BCH,6231,3450
PAL9293,1993-02-11,HUM,BCH,6236,3250
PAL9293,1993-02-11,HUM,BCH,6245,3700
PAL9293,1993-02-11,HUM,BCH,6319,2750
PAL9293,1993-02-11,HUM,BCH,6330,3150
PAL9293,1993-02-11,HUM,BCH,6341,3900
PAL9293,1993-02-11,HUM,BCH,6403,3050
PAL9293,1993-02-11,HUM,BCH,6426,3750
PAL9293,1993-02-11,HUM,BCH,6555,3650
PAL9293,1993-02-11,HUM,BCH,6560,3450
PAL9293,1993-02-11,HUM,BCH,6637,3350
PAL9293,1993-02-11,HUM,BCH,6653,3650
PAL9293,1993-02-11,HUM,BCH,6692,2950
PAL9293,1993-02-11,HUM,BCH,6694,3100
PAL9293,1993-02-11,HUM,BCH,6710,3800
PAL9293,1993-02-11,HUM,BCH,6728,3450
PAL9293,1993-02-11,HUM,BCH,6748,3500
PAL9293,1993-02-11,HUM,BCH,6760,3350
PAL9293,1993-02-11,HUM,BCH,6770,3450
PAL9293,1993-02-11,HUM,BCH,6779,3450
PAL9293,1993-02-11,HUM,BCH,6816,3400
PAL9293,1993-02-11,HUM,BCH,6825,3550
PAL9293,1993-02-11,HUM,BCH,6849,3900
PAL9293,1993-02-11,HUM,BCH,6860,3250
PAL9293,1993-02-11,HUM,BCH,6868,3350
PAL9293,1993-02-11,HUM,BCH,6892,4100
PAL9293,1993-02-11,HUM,BCH,6925,3750
PAL9293,1993-02-11,HUM,BCH,6935,3000
PAL9293,1993-02-11,HUM,BCH,6938,3650
PAL9293,1993-02-11,HUM,BCH,6946,3250
PAL9293,1993-02-11,HUM,BCH,6960,3050
PAL9293,1993-02-11,HUM,BCH,6961,3550
PAL9293,1993-02-11,HUM,BCH,6964,3050
PAL9293,1993-02-11,HUM,BCH,6987,3700
PAL9293,1993-02-13,HUM,BCH,6006,2900
PAL9293,1993-02-13,HUM,BCH,6023,3100
PAL9293,1993-02-13,HUM,BCH,6040,3200
