studyName,"Date GMT",Island,Colony,"Band Number","Weight (g)"
PAL9495,1995-02-13,HUM,BCH,8976,2700
PAL9495,1995-02-13,HUM,BCH,8993,2800
PAL9495,1995-02-15,HUM,BCH,8023,2900
PAL9495,1995-02-15,HUM,BCH,8062,2650
PAL9495,1995-02-15,HUM,BCH,8078,3350
PAL9495,1995-02-15,HUM,BCH,8081,3050
PAL9495,1995-02-15,HUM,BCH,8100,3050
PAL9495,1995-02-15,HUM,BCH,8111,2975
PAL9495,1995-02-15,HUM,BCH,8116,2500
PAL9495,1995-02-15,HUM,BCH,8153,3150
PAL9495,1995-02-15,HUM,BCH,8162,2500
PAL9495,1995-02-15,HUM,BCH,8166,3225
PAL9495,1995-02-15,HUM,BCH,8174,3150
PAL9495,1995-02-15,HUM,BCH,8193,1950
PAL9495,1995-02-15,HUM,BCH,8204,3175
PAL9495,1995-02-15,HUM,BCH,8207,3325
PAL9495,1995-02-15,HUM,BCH,8225,2750
PAL9495,1995-02-15,HUM,BCH,8235,2975
PAL9495,1995-02-15,HUM,BCH,8251,2800
PAL9495,1995-02-15,HUM,BCH,8252,2400
PAL9495,1995-02-15,HUM,BCH,8258,2450
PAL9495,1995-02-15,HUM,BCH,8264,3075
PAL9495,1995-02-15,HUM,BCH,8270,3100
PAL9495,1995-02-15,HUM,BCH,8284,2550
PAL9495,1995-02-15,HUM,BCH,8291,2800
PAL9495,1995-02-15,HUM,BCH,8297,2900
PAL9495,1995-02-15,HUM,BCH,8298,2975
PAL9495,1995-02-15,HUM,BCH,8299,2850
PAL9495,1995-02-15,HUM,BCH,8316,2950
PAL9495,1995-02-15,HUM,BCH,8324,2650
PAL9495,1995-02-15,HUM,BCH,8342,3150
PAL9495,1995-02-15,HUM,BCH,8363,3050
PAL9495,1995-02-15,HUM,BCH,8378,2750
PAL9495,1995-02-15,HUM,BCH,8380,3550
PAL9495,1995-02-15,HUM,BCH,8392,2950
PAL9495,1995-02-15,HUM,BCH,8400,3225
PAL9495,1995-02-15,HUM,BCH,8429,3250
PAL9495,1995-02-15,HUM,BCH,8465,2250
PAL9495,1995-02-15,HUM,BCH,8476,2650
PAL9495,1995-02-15,HUM,BCH,8509,2650
PAL9495,1995-02-15,HUM,BCH,8511,2875
PAL9495,1995-02-15,HUM,BCH,8515,3600
PAL9495,1995-02-15,HUM,BCH,8520,3100
PAL9495,1995-02-15,HUM,BCH,8524,3050
PAL9495,1995-02-15,HUM,BCH,8546,3400
PAL9495,1995-02-15,HUM,BCH,8548,2950
PAL9495,1995-02-15,HUM,BCH,8552,2650
PAL9495,1995-02-15,HUM,BCH,8575,2325
PAL9495,1995-02-15,HUM,BCH,8601,2700
PAL9495,1995-02-15,HUM,BCH,8631,3250
PAL9495,1995-02-15,HUM,BCH,8651,2650
PAL9495,1995-02-15,HUM,BCH,8654,2650
PAL9495,1995-02-15,HUM,BCH,8687,2500
PAL9495,1995-02-15,HUM,BCH,8708,2550
PAL9495,1995-02-15,HUM,BCH,8747,3000
PAL9495,1995-02-15,HUM,BCH,8750,3400
PAL9495,1995-02-15,HUM,BCH,8839,3075
PAL9495,1995-02-15,HUM,BCH,8916,2375
PAL9495,1995-02-15,HUM,BCH,8922,2950
PAL9495,1995-02-15,HUM,BCH,8930,2750
PAL9495,1995-02-15,HUM,BCH,8936,3075
PAL9495,1995-02-15,HUM,BCH,8997,1600
PAL9495,1995-02-17,HUM,BCH,8004,3000
PAL9495,1995-02-17,HUM,BCH,8015,3050
PAL9495,1995-02-17,HUM,BCH,8022,3050
PAL9495,1995-02-17,HUM,BCH,8043,2600
PAL9495,1995-02-17,HUM,BCH,8049,3400
PAL9495,1995-02-17,HUM,BCH,8074,3300
PAL9495,1995-02-17,HUM,BCH,8102,2400
PAL9495,1995-02-17,HUM,BCH,8150,3500
PAL9495,1995-02-17,HUM,BCH,8173,2550
PAL9495,1995-02-17,HUM,BCH,8195,3300
PAL9495,1995-02-17,HUM,BCH,8203,3550
PAL9495,1995-02-17,HUM,BCH,8217,2950
PAL9495,1995-02-17,HUM,BCH,8233,3200
PAL9495,1995-02-17,HUM,BCH,8236,3600
PAL9495,1995-02-17,HUM,BCH,8263,2975
PAL9495,1995-02-17,HUM,BCH,8275,3400
PAL9495,1995-02-17,HUM,BCH,8333,3100
PAL9495,1995-02-17,HUM,BCH,8341,3600
PAL9495,1995-02-17,HUM,BCH,8343,3550
PAL9495,1995-02-17,HUM,BCH,8345,3050
PAL9495,1995-02-17,HUM,BCH,8369,2950
PAL9495,1995-02-17,HUM,BCH,8377,2150
PAL9495,1995-02-17,HUM,BCH,8384,3275
PAL9495,1995-02-17,HUM,BCH,8385,3150
PAL9495,1995-02-17,HUM,BCH,8396,2600
PAL9495,1995-02-17,HUM,BCH,8398,3025
PAL9495,1995-02-17,HUM,BCH,8412,3000
PAL9495,1995-02-17,HUM,BCH,8420,2625
PAL9495,1995-02-17,HUM,BCH,8422,3400
PAL9495,1995-02-17,HUM,BCH,8436,3150
PAL9495,1995-02-17,HUM,BCH,8458,3050
PAL9495,1995-02-17,HUM,BCH,8462,3050
PAL9495,1995-02-17,HUM,BCH,8467,2650
PAL9495,1995-02-17,HUM,BCH,8501,3050
PAL9495,1995-02-17,HUM,BCH,8503,2550
PAL9495,1995-02-17,HUM,BCH,8516,3050
PAL9495,1995-02-17,HUM,BCH,8532,2950
PAL9495,1995-02-17,HUM,BCH,8550,3450
PAL9495,1995-02-17,HUM,BCH,8555,1350
PAL9495,1995-02-17,HUM,BCH,8563,3250
PAL9495,1995-02-17,HUM,BCH,8573,2700
PAL9495,1995-02-17,HUM,BCH,8597,3325
PAL9495,1995-02-17,HUM,BCH,8615,2950
PAL9495,1995-02-17,HUM,BCH,8623,3000
PAL9495,1995-02-17,HUM,BCH,8660,3300
PAL9495,1995-02-17,HUM,BCH,8662,2850
PAL9495,1995-02-17,HUM,BCH,8666,2850
PAL9495,1995-02-17,HUM,BCH,8688,3075
PAL9495,1995-02-17,HUM,BCH,8719,2950
PAL9495,1995-02-17,HUM,BCH,8724,2825
PAL9495,1995-02-17,HUM,BCH,8734,3500
PAL9495,1995-02-17,HUM,BCH,8743,3775
PAL9495,1995-02-17,HUM,BCH,8776,2700
PAL9495,1995-02-17,HUM,BCH,8818,2850
PAL9495,1995-02-17,HUM,BCH,8840,3650
PAL9495,1995-02-17,HUM,BCH,8849,3450
PAL9495,1995-02-17,HUM,BCH,8850,2900
PAL9495,1995-02-17,HUM,BCH,8917,3100
PAL9495,1995-02-17,HUM,BCH,8934,2250
PAL9495,1995-02-17,HUM,BCH,8981,2450
PAL9495,1995-02-17,HUM,BCH,8984,2500
PAL9495,1995-02-19,HUM,BCH,8158,2850
PAL9495,1995-02-19,HUM,BCH,8477,3550
PAL9495,1995-02-19,HUM,BCH,8522,2800
PAL9495,1995-02-19,HUM,BCH,8896,3300
PAL9495,1995-02-19,HUM,BCH,8908,2850
PAL9495,1995-02-21,HUM,BCH,8072,2550
PAL9495,1995-02-21,HUM,BCH,8161,3000
PAL9495,1995-02-21,HUM,BCH,8191,2850
PAL9495,1995-02-21,HUM,BCH,8260,2500
PAL9495,1995-02-21,HUM,BCH,8556,2400
PAL9495,1995-02-21,HUM,BCH,8635,2400
PAL9495,1995-02-21,HUM,BCH,8828,3000
PAL9495,1995-02-21,HUM,BCH,8837,3000
PAL9495,1995-02-21,HUM,BCH,8938,2600
PAL9495,1995-02-21,HUM,BCH,8980,3450
PAL9495,1995-02-23,HUM,BCH,8349,2500
PAL9495,1995-02-23,HUM,BCH,8590,2850
PAL9596,1996-02-04,HUM,BCH,9052,3250
PAL9596,1996-02-04,HUM,BCH,9054,2750
PAL9596,1996-02-04,HUM,BCH,9055,3100
PAL9596,1996-02-04,HUM,BCH,9061,3600
PAL9596,1996-02-04,HUM,BCH,9143,3250
PAL9596,1996-02-04,HUM,BCH,9160,2750
PAL9596,1996-02-04,HUM,BCH,9193,2900
PAL9596,1996-02-04,HUM,BCH,9195,2750
PAL9596,1996-02-06,HUM,BCH,9092,2700
PAL9596,1996-02-06,HUM,BCH,9140,3150
PAL9596,1996-02-06,HUM,BCH,9142,2700
PAL9596,1996-02-06,HUM,BCH,9412,3100
PAL9596,1996-02-06,HUM,BCH,9568,3350
PAL9596,1996-02-06,HUM,BCH,9635,2950
PAL9596,1996-02-06,HUM,BCH,9684,2700
PAL9596,1996-02-06,HUM,BCH,9706,2550
PAL9596,1996-02-06,HUM,BCH,9710,2500
PAL9596,1996-02-06,HUM,BCH,9738,2800
PAL9596,1996-02-06,HUM,BCH,9748,2775
PAL9596,1996-02-06,HUM,BCH,9754,2625
PAL9596,1996-02-06,HUM,BCH,9775,3400
PAL9596,1996-02-06,HUM,BCH,9811,3300
PAL9596,1996-02-06,HUM,BCH,9845,2675
PAL9596,1996-02-06,HUM,BCH,9890,2500
PAL9596,1996-02-06,HUM,BCH,9912,3700
PAL9596,1996-02-06,HUM,BCH,9919,3575
PAL9596,1996-02-06,HUM,BCH,9949,3150
PAL9596,1996-02-08,HUM,BCH,9009,3000
PAL9596,1996-02-08,HUM,BCH,9037,3450
PAL9596,1996-02-08,HUM,BCH,9058,3150
PAL9596,1996-02-08,HUM,BCH,9121,2600
PAL9596,1996-02-08,HUM,BCH,9188,2900
PAL9596,1996-02-08,HUM,BCH,9219,2950
PAL9596,1996-02-08,HUM,BCH,9220,3350
PAL9596,1996-02-08,HUM,BCH,9247,2950
PAL9596,1996-02-08,HUM,BCH,9267,2500
PAL9596,1996-02-08,HUM,BCH,9330,2800
PAL9596,1996-02-08,HUM,BCH,9334,3400
PAL9596,1996-02-08,HUM,BCH,9335,3600
PAL9596,1996-02-08,HUM,BCH,9338,2650
PAL9596,1996-02-08,HUM,BCH,9363,2900
PAL9596,1996-02-08,HUM,BCH,9433,3000
PAL9596,1996-02-08,HUM,BCH,9517,3200
PAL9596,1996-02-08,HUM,BCH,9532,3200
PAL9596,1996-02-08,HUM,BCH,9542,3050
PAL9596,1996-02-08,HUM,BCH,9612,2600
PAL9596,1996-02-08,HUM,BCH,9701,2750
PAL9596,1996-02-08,HUM,BCH,9715,2150
PAL9596,1996-02-08,HUM,BCH,9717,2900
PAL9596,1996-02-08,HUM,BCH,9731,2750
PAL9596,1996-02-08,HUM,BCH,9747,3525
PAL9596,1996-02-08,HUM,BCH,9756,3100
PAL9596,1996-02-08,HUM,BCH,9781,2600
PAL9596,1996-02-08,HUM,BCH,9785,2600
PAL9596,1996-02-08,HUM,BCH,9789,3050
PAL9596,1996-02-08,HUM,BCH,9791,2650
PAL9596,1996-02-08,HUM,BCH,9809,3300
PAL9596,1996-02-08,HUM,BCH,9828,2650
PAL9596,1996-02-08,HUM,BCH,9839,3300
PAL9596,1996-02-08,HUM,BCH,9853,3250
PAL9596,1996-02-08,HUM,BCH,9869,2850
PAL9596,1996-02-08,HUM,BCH,9882,2900
PAL9596,1996-02-08,HUM,BCH,9888,3350
PAL9596,1996-02-08,HUM,BCH,9897,2550
PAL9596,1996-02-08,HUM,BCH,9918,3650
PAL9596,1996-02-08,HUM,BCH,9924,3200
PAL9596,1996-02-08,HUM,BCH,9925,3000
PAL9596,1996-02-08,HUM,BCH,9934,3100
PAL9596,1996-02-08,HUM,BCH,9975,3000
PAL9596,1996-02-08,HUM,BCH,9983,2700
PAL9596,1996-02-08,HUM,BCH,9999,2800
PAL9596,1996-02-10,HUM,BCH,9001,2500
PAL9596,1996-02-10,HUM,BCH,9005,2600
PAL9596,1996-02-10,HUM,BCH,9021,2900
PAL9596,1996-02-10,HUM,BCH,9022,2400
PAL9596,1996-02-10,HUM,BCH,9029,3700
PAL9596,1996-02-10,HUM,BCH,9049,3000
PAL9596,1996-02-10,HUM,BCH,9056,2900
PAL9596,1996-02-10,HUM,BCH,9068,3450
PAL9596,1996-02-10,HUM,BCH,9069,3050
PAL9596,1996-02-10,HUM,BCH,9073,3150
PAL9596,1996-02-10,HUM,BCH,9080,3500
PAL9596,1996-02-10,HUM,BCH,9084,2950
PAL9596,1996-02-10,HUM,BCH,9095,2900
PAL9596,1996-02-10,HUM,BCH,9108,3000
PAL9596,1996-02-10,HUM,BCH,9141,3050
PAL9596,1996-02-10,HUM,BCH,9157,2750
PAL9596,1996-02-10,HUM,BCH,9165,2800
PAL9596,1996-02-10,HUM,BCH,9177,3750
PAL9596,1996-02-10,HUM,BCH,9184,3350
PAL9596,1996-02-10,HUM,BCH,9218,3000
PAL9596,1996-02-10,HUM,BCH,9226,2950
PAL9596,1996-02-10,HUM,BCH,9259,3000
PAL9596,1996-02-10,HUM,BCH,9274,2800
PAL9596,1996-02-10,HUM,BCH,9333,2400
PAL9596,1996-02-10,HUM,BCH,9352,3200
PAL9596,1996-02-10,HUM,BCH,9354,2500
PAL9596,1996-02-10,HUM,BCH,9362,2350
PAL9596,1996-02-10,HUM,BCH,9370,2700
PAL9596,1996-02-10,HUM,BCH,9383,2650
PAL9596,1996-02-10,HUM,BCH,9401,3450
PAL9596,1996-02-10,HUM,BCH,9422,3100
PAL9596,1996-02-10,HUM,BCH,9427,3350
PAL9596,1996-02-10,HUM,BCH,9436,3350
PAL9596,1996-02-10,HUM,BCH,9441,3650
PAL9596,1996-02-10,HUM,BCH,9444,3150
PAL9596,1996-02-10,HUM,BCH,9474,3050
PAL9596,1996-02-10,HUM,BCH,9475,2950
PAL9596,1996-02-10,HUM,BCH,9480,3000
PAL9596,1996-02-10,HUM,BCH,9509,2600
PAL9596,1996-02-10,HUM,BCH,9510,2550
PAL9596,1996-02-10,HUM,BCH,9511,1975
PAL9596,1996-02-10,HUM,BCH,9535,3500
PAL9596,1996-02-10,HUM,BCH,9582,2800
PAL9596,1996-02-10,HUM,BCH,9599,2650
PAL9596,1996-02-10,HUM,BCH,9640,2750
PAL9596,1996-02-10,HUM,BCH,9651,3050
PAL9596,1996-02-10,HUM,BCH,9694,2900
PAL9596,1996-02-10,HUM,BCH,9696,3100
PAL9596,1996-02-10,HUM,BCH,9700,3000
PAL9596,1996-02-10,HUM,BCH,9707,3250
PAL9596,1996-02-10,HUM,BCH,9716,2900
PAL9596,1996-02-10,HUM,BCH,9720,2850
PAL9596,1996-02-10,HUM,BCH,9722,3050
PAL9596,1996-02-10,HUM,BCH,9723,2950
PAL9596,1996-02-10,HUM,BCH,9727,2950
PAL9596,1996-02-10,HUM,BCH,9733,2800
PAL9596,1996-02-10,HUM,BCH,9757,3150
PAL9596,1996-02-10,HUM,BCH,9807,2700
PAL9596,1996-02-10,HUM,BCH,9813,2750
PAL9596,1996-02-10,HUM,BCH,9825,2300
PAL9596,1996-02-10,HUM,BCH,9826,2650
PAL9596,1996-02-10,HUM,BCH,9829,3350
PAL9596,1996-02-10,HUM,BCH,9837,2900
PAL9596,1996-02-10,HUM,BCH,9842,2550
PAL9596,1996-02-10,HUM,BCH,9848,3100
PAL9596,1996-02-10,HUM,BCH,9854,2700
PAL9596,1996-02-10,HUM,BCH,9857,2050
PAL9596,1996-02-10,HUM,BCH,9872,3150
PAL9596,1996-02-10,HUM,BCH,9923,2600
PAL9596,1996-02-10,HUM,BCH,9931,3250
PAL9596,1996-02-10,HUM,BCH,9945,3200
PAL9596,1996-02-10,HUM,BCH,9951,2650
PAL9596,1996-02-10,HUM,BCH,9962,2750
PAL9596,1996-02-10,HUM,BCH,9963,2550
PAL9596,1996-02-10,HUM,BCH,9964,2600
PAL9596,1996-02-10,HUM,BCH,9976,2950
PAL9596,1996-02-10,HUM,BCH,9978,3050
PAL9596,1996-02-12,HUM,BCH,9007,1950
PAL9596,1996-02-12,HUM,BCH,9018,2450
PAL9596,1996-02-12,HUM,BCH,9040,3150
PAL9596,1996-02-12,HUM,BCH,9053,3400
PAL9596,1996-02-12,HUM,BCH,9063,2350
PAL9596,1996-02-12,HUM,BCH,9094,2900
PAL9596,1996-02-12,HUM,BCH,9110,3100
PAL9596,1996-02-12,HUM,BCH,9130,2450
PAL9596,1996-02-12,HUM,BCH,9175,2500
PAL9596,1996-02-12,HUM,BCH,9176,3250
PAL9596,1996-02-12,HUM,BCH,9185,2900
PAL9596,1996-02-12,HUM,BCH,9187,2150
PAL9596,1996-02-12,HUM,BCH,9214,3350
PAL9596,1996-02-12,HUM,BCH,9230,2600
PAL9596,1996-02-12,HUM,BCH,9253,2400
PAL9596,1996-02-12,HUM,BCH,9282,3050
PAL9596,1996-02-12,HUM,BCH,9328,2800
PAL9596,1996-02-12,HUM,BCH,9381,2950
PAL9596,1996-02-12,HUM,BCH,9418,3350
PAL9596,1996-02-12,HUM,BCH,9576,3300
PAL9596,1996-02-12,HUM,BCH,9600,2700
PAL9596,1996-02-12,HUM,BCH,9601,3200
PAL9596,1996-02-12,HUM,BCH,9622,3200
PAL9596,1996-02-12,HUM,BCH,9669,2950
PAL9596,1996-02-12,HUM,BCH,9670,3000
PAL9596,1996-02-12,HUM,BCH,9678,2850
PAL9596,1996-02-12,HUM,BCH,9721,2300
PAL9596,1996-02-12,HUM,BCH,9732,2700
PAL9596,1996-02-12,HUM,BCH,9734,3500
PAL9596,1996-02-12,HUM,BCH,9749,2400
PAL9596,1996-02-12,HUM,BCH,9760,3400
PAL9596,1996-02-12,HUM,BCH,9768,2650
PAL9596,1996-02-12,HUM,BCH,9771,2850
PAL9596,1996-02-12,HUM,BCH,9793,1950
PAL9596,1996-02-12,HUM,BCH,9817,3200
PAL9596,1996-02-12,HUM,BCH,9834,3500
PAL9596,1996-02-12,HUM,BCH,9840,2500
PAL9596,1996-02-12,HUM,BCH,9856,3150
PAL9596,1996-02-12,HUM,BCH,9859,2650
PAL9596,1996-02-12,HUM,BCH,9876,3400
PAL9596,1996-02-12,HUM,BCH,9881,2250
PAL9596,1996-02-12,HUM,BCH,9883,2950
PAL9596,1996-02-12,HUM,BCH,9915,2750
PAL9596,1996-02-12,HUM,BCH,9938,3050
PAL9596,1996-02-12,HUM,BCH,9973,3100
PAL9596,1996-02-14,HUM,BCH,9033,3300
PAL9596,1996-02-14,HUM,BCH,9045,3050
PAL9596,1996-02-14,HUM,BCH,9106,3250
PAL9596,1996-02-14,HUM,BCH,9114,2350
PAL9596,1996-02-14,HUM,BCH,9115,3350
PAL9596,1996-02-14,HUM,BCH,9119,2650
PAL9596,1996-02-14,HUM,BCH,9129,2850
PAL9596,1996-02-14,HUM,BCH,9297,3300
PAL9596,1996-02-14,HUM,BCH,9301,3050
PAL9596,1996-02-14,HUM,BCH,9404,3100
PAL9596,1996-02-14,HUM,BCH,9442,2650
PAL9596,1996-02-14,HUM,BCH,9527,3500
PAL9596,1996-02-14,HUM,BCH,9537,2950
PAL9596,1996-02-14,HUM,BCH,9544,3250
PAL9596,1996-02-14,HUM,BCH,9560,2600
PAL9596,1996-02-14,HUM,BCH,9563,3025
PAL9596,1996-02-14,HUM,BCH,9566,2950
PAL9596,1996-02-14,HUM,BCH,9603,2850
PAL9596,1996-02-14,HUM,BCH,9605,2550
PAL9596,1996-02-14,HUM,BCH,9645,3100
PAL9596,1996-02-14,HUM,BCH,9680,2800
PAL9596,1996-02-14,HUM,BCH,9718,2225
PAL9596,1996-02-14,HUM,BCH,9719,3400
PAL9596,1996-02-14,HUM,BCH,9725,3450
PAL9596,1996-02-14,HUM,BCH,9740,2350
PAL9596,1996-02-14,HUM,BCH,9850,2900
PAL9596,1996-02-14,HUM,BCH,9864,2125
PAL9596,1996-02-14,HUM,BCH,9865,3400
PAL9596,1996-02-14,HUM,BCH,9877,3000
PAL9596,1996-02-14,HUM,BCH,9947,3000
PAL9596,1996-02-14,HUM,BCH,9961,3150
PAL9596,1996-02-14,HUM,BCH,9994,2650
PAL9596,1996-02-17,HUM,BCH,9031,3250
PAL9596,1996-02-17,HUM,BCH,9078,2350
PAL9596,1996-02-17,HUM,BCH,9113,3200
PAL9596,1996-02-17,HUM,BCH,9164,3000
PAL9596,1996-02-17,HUM,BCH,9172,2750
PAL9596,1996-02-17,HUM,BCH,9180,2750
PAL9596,1996-02-17,HUM,BCH,9217,2900
PAL9596,1996-02-17,HUM,BCH,9278,3200
PAL9596,1996-02-17,HUM,BCH,9283,3350
PAL9596,1996-02-17,HUM,BCH,9304,2450
PAL9596,1996-02-17,HUM,BCH,9421,2900
PAL9596,1996-02-17,HUM,BCH,9466,3000
PAL9596,1996-02-17,HUM,BCH,9491,2700
PAL9596,1996-02-17,HUM,BCH,9650,2950
PAL9596,1996-02-17,HUM,BCH,9653,3150
PAL9596,1996-02-17,HUM,BCH,9695,3650
PAL9596,1996-02-17,HUM,BCH,9798,2750
PAL9596,1996-02-17,HUM,BCH,9830,3400
PAL9596,1996-02-17,HUM,BCH,9847,3300
PAL9596,1996-02-17,HUM,BCH,9980,3000
PAL9596,1996-02-19,HUM,BCH,9006,2350
PAL9596,1996-02-19,HUM,BCH,9034,2800
PAL9596,1996-02-19,HUM,BCH,9081,3200
PAL9596,1996-02-19,HUM,BCH,9105,2600
PAL9596,1996-02-19,HUM,BCH,9133,2950
PAL9596,1996-02-19,HUM,BCH,9134,2800
PAL9596,1996-02-19,HUM,BCH,9163,3300
PAL9596,1996-02-19,HUM,BCH,9166,2850
PAL9596,1996-02-19,HUM,BCH,9311,2250
PAL9596,1996-02-19,HUM,BCH,9531,2650
PAL9596,1996-02-19,HUM,BCH,9555,2250
PAL9596,1996-02-19,HUM,BCH,9821,2950
PAL9596,1996-02-19,HUM,BCH,9914,2950
PAL9596,1996-02-19,HUM,BCH,9986,2750
PAL9596,1996-02-21,HUM,BCH,9024,2550
PAL9596,1996-02-21,HUM,BCH,9591,2925
PAL9596,1996-02-23,HUM,BCH,9449,2900
PAL9596,1996-02-23,HUM,BCH,9753,2250
PAL9697,1997-02-02,HUM,BCH,10922,3200
PAL9697,1997-02-02,HUM,BCH,10958,3250
PAL9697,1997-02-02,HUM,BCH,10962,3200
PAL9697,1997-02-02,HUM,BCH,10978,3250
PAL9697,1997-02-02,HUM,BCH,10982,3800
PAL9697,1997-02-02,HUM,BCH,11000,2850
PAL9697,1997-02-04,HUM,BCH,10065,3050
PAL9697,1997-02-04,HUM,BCH,10653,3800
PAL9697,1997-02-04,HUM,BCH,10678,3050
PAL9697,1997-02-04,HUM,BCH,10696,3400
PAL9697,1997-02-04,HUM,BCH,10816,3250
PAL9697,1997-02-04,HUM,BCH,10858,2400
PAL9697,1997-02-04,HUM,BCH,10906,3000
PAL9697,1997-02-04,HUM,BCH,10957,3400
PAL9697,1997-02-04,HUM,BCH,10986,3250
PAL9697,1997-02-06,HUM,BCH,10074,3525
PAL9697,1997-02-06,HUM,BCH,10203,2800
PAL9697,1997-02-06,HUM,BCH,10211,3100
PAL9697,1997-02-06,HUM,BCH,10262,3000
PAL9697,1997-02-06,HUM,BCH,10403,3200
PAL9697,1997-02-06,HUM,BCH,10421,3600
PAL9697,1997-02-06,HUM,BCH,10432,3675
PAL9697,1997-02-06,HUM,BCH,10434,3750
PAL9697,1997-02-06,HUM,BCH,10459,2275
PAL9697,1997-02-06,HUM,BCH,10511,3275
PAL9697,1997-02-06,HUM,BCH,10512,3275
PAL9697,1997-02-06,HUM,BCH,10539,3450
PAL9697,1997-02-06,HUM,BCH,10564,3300
PAL9697,1997-02-06,HUM,BCH,10595,2850
PAL9697,1997-02-06,HUM,BCH,10626,2950
PAL9697,1997-02-06,HUM,BCH,10644,3250
PAL9697,1997-02-06,HUM,BCH,10661,3375
PAL9697,1997-02-06,HUM,BCH,10711,3150
PAL9697,1997-02-06,HUM,BCH,10732,3025
PAL9697,1997-02-06,HUM,BCH,10740,3225
PAL9697,1997-02-06,HUM,BCH,10755,3675
PAL9697,1997-02-06,HUM,BCH,10765,3000
PAL9697,1997-02-06,HUM,BCH,10767,3200
PAL9697,1997-02-06,HUM,BCH,10783,2900
PAL9697,1997-02-06,HUM,BCH,10789,3300
PAL9697,1997-02-06,HUM,BCH,10799,3100
PAL9697,1997-02-06,HUM,BCH,10888,3625
PAL9697,1997-02-06,HUM,BCH,10907,2900
PAL9697,1997-02-06,HUM,BCH,10921,3000
PAL9697,1997-02-06,HUM,BCH,10927,2650
PAL9697,1997-02-06,HUM,BCH,10938,3100
PAL9697,1997-02-06,HUM,BCH,10946,3100
PAL9697,1997-02-06,HUM,BCH,10954,3250
PAL9697,1997-02-06,HUM,BCH,10981,3175
PAL9697,1997-02-08,HUM,BCH,10003,3600
PAL9697,1997-02-08,HUM,BCH,10016,3050
PAL9697,1997-02-08,HUM,BCH,10025,3000
PAL9697,1997-02-08,HUM,BCH,10026,2850
PAL9697,1997-02-08,HUM,BCH,10035,3250
PAL9697,1997-02-08,HUM,BCH,10057,3350
PAL9697,1997-02-08,HUM,BCH,10072,3100
PAL9697,1997-02-08,HUM,BCH,10073,3150
PAL9697,1997-02-08,HUM,BCH,10131,3350
PAL9697,1997-02-08,HUM,BCH,10149,3250
PAL9697,1997-02-08,HUM,BCH,10249,3000
PAL9697,1997-02-08,HUM,BCH,10286,2950
PAL9697,1997-02-08,HUM,BCH,10323,3425
PAL9697,1997-02-08,HUM,BCH,10332,2800
PAL9697,1997-02-08,HUM,BCH,10340,2700
PAL9697,1997-02-08,HUM,BCH,10347,3225
PAL9697,1997-02-08,HUM,BCH,10354,3000
PAL9697,1997-02-08,HUM,BCH,10382,3000
PAL9697,1997-02-08,HUM,BCH,10399,3650
PAL9697,1997-02-08,HUM,BCH,10418,3150
PAL9697,1997-02-08,HUM,BCH,10423,3800
PAL9697,1997-02-08,HUM,BCH,10453,3000
PAL9697,1997-02-08,HUM,BCH,10454,2900
PAL9697,1997-02-08,HUM,BCH,10487,3200
PAL9697,1997-02-08,HUM,BCH,10544,3750
PAL9697,1997-02-08,HUM,BCH,10557,3050
PAL9697,1997-02-08,HUM,BCH,10567,3150
PAL9697,1997-02-08,HUM,BCH,10576,3400
PAL9697,1997-02-08,HUM,BCH,10601,3400
PAL9697,1997-02-08,HUM,BCH,10635,3900
PAL9697,1997-02-08,HUM,BCH,10649,3200
PAL9697,1997-02-08,HUM,BCH,10698,2650
PAL9697,1997-02-08,HUM,BCH,10704,2500
PAL9697,1997-02-08,HUM,BCH,10734,2900
PAL9697,1997-02-08,HUM,BCH,10736,3050
PAL9697,1997-02-08,HUM,BCH,10737,2550
PAL9697,1997-02-08,HUM,BCH,10771,3450
PAL9697,1997-02-08,HUM,BCH,10788,3400
PAL9697,1997-02-08,HUM,BCH,10820,3075
PAL9697,1997-02-08,HUM,BCH,10891,2750
PAL9697,1997-02-08,HUM,BCH,10897,2500
PAL9697,1997-02-08,HUM,BCH,10902,3000
PAL9697,1997-02-08,HUM,BCH,10910,2500
PAL9697,1997-02-08,HUM,BCH,10966,3000
PAL9697,1997-02-08,HUM,BCH,10996,2800
PAL9697,1997-02-10,HUM,BCH,10007,3050
PAL9697,1997-02-10,HUM,BCH,10027,2900
PAL9697,1997-02-10,HUM,BCH,10099,3250
PAL9697,1997-02-10,HUM,BCH,10120,3250
PAL9697,1997-02-10,HUM,BCH,10123,3450
PAL9697,1997-02-10,HUM,BCH,10250,3200
PAL9697,1997-02-10,HUM,BCH,10255,2950
PAL9697,1997-02-10,HUM,BCH,10271,2900
PAL9697,1997-02-10,HUM,BCH,10281,3000
PAL9697,1997-02-10,HUM,BCH,10322,3250
PAL9697,1997-02-10,HUM,BCH,10400,2750
PAL9697,1997-02-10,HUM,BCH,10401,3200
PAL9697,1997-02-10,HUM,BCH,10430,2950
PAL9697,1997-02-10,HUM,BCH,10436,3100
PAL9697,1997-02-10,HUM,BCH,10443,2850
PAL9697,1997-02-10,HUM,BCH,10447,2800
PAL9697,1997-02-10,HUM,BCH,10452,3050
PAL9697,1997-02-10,HUM,BCH,10491,2600
PAL9697,1997-02-10,HUM,BCH,10584,3700
PAL9697,1997-02-10,HUM,BCH,10604,2400
